 ,date,user,pc,to,cc,bcc,from,size,attachments,content,day_of_week,email_count,insider_threat
{P6P6-B1ZR05OZ-4383MPJJ},2/16/2010 13:18,TLM0797,PC-4577,Camille.Julie.Freeman@dtaa.com,,,Tobias.Lucas.Morin@dtaa.com,21459,0,george story federation audience workers may upon even strove fame little peacetime major 1955 i tariffs decided contractors lead implement ottawa tour along persuade enacting aircraft took mobilization became needed bore man march field 20 old repeat fly stand due save,1,1,0
{C5X2-R1OB48HC-0154WFBP},2/11/2010 10:24,BBS0422,PC-4551,Mejia-Dalton@netzero.com;KQS6@juno.com;Nyssa_B_Carver@earthlink.net,KJW1@comcast.net;Swanson-Buckminster@juno.com,,Swanson-Buckminster@juno.com,23718,1,melanism solitary per car designed travel involved strong greater during puma puma to chain descriptions appear closer resolved current 276 berlin go tenth slightly research 300 used pacific blocked organization left 03f open defined situated diameter economy contact 85 only increasingly broke using lost usd fox,3,1,0
{Y4X8-V3QE62HX-9259EQTJ},1/4/2010 14:40,KJS0618,PC-0133,Brielle.Aubrey.Marks@dtaa.com,,,Kay.Janna.Snider@dtaa.com,28366,0,belief from midlands brother shot effects confidence intentions police local praised straits completely sony better earn wii kingdom did initially pre star each whether between wrote sometime over possibly 800 backs preceded army three khazaria scandinavians letter rm does at or extent unnamed mooring reed levels degree 339 extending temple places law award achievement simply may,0,1,0
{T5I7-H0IA22XC-0936JLCA},4/5/2010 11:36,JCC0225,PC-6711,Medge_Sims@charter.net;Ursula-Richard@bellsouth.net;Frank-Kendall@netzero.com,,,JCC324@optonline.net,33231,0,dismounted received leading hostile opponents captured likes heavy temporarily luring left residents eve talented times austerlitz manner fairly peasant moments practice least star every you mood known gave controversy little although from swung prior he declared massive withdrew him case,0,1,0
{E4J5-M6FO56RJ-1583NGFZ},3/16/2010 13:00,DBB0384,PC-4243,Rogan.Judah.Mcintyre@dtaa.com;Tarik.C.Huber@harris.com,,,Demetrius.Barry.Bullock@dtaa.com,19134,0,upon london 21 below some that content comparison long hierarchies to associated advanced one part down hoped felt first drawn same approached they national whom northumbria following saints friends m pasturing current then even poeta audio very about several literature religious notes moved,1,1,0
{S4R4-E6DY95ZY-5504SDLJ},4/8/2010 12:34,ATP0662,PC-4127,Anastasia.Sage.Griffith@dtaa.com,,Aurora.Tatiana.Payne@dtaa.com,Aurora.Tatiana.Payne@dtaa.com,42308,0,offered saguntum apart taught convincing governed impossible long operation villages strategic view different broke ceased right additionally casualties enemy major within states rival unable semi six found carthaginian peninsula turkey confederacy confederation proven corvus syria this denounced distance king stability greatest quelled militarily states,3,1,0
{G4B3-U7OH78CC-6582SHLB},4/8/2010 17:09,DIC0988,PC-5454,Lamar.Nissim.Strickland@dtaa.com;Kessie.Vielka.Trevino@dtaa.com,,,Dolan.Igor.Cortez@dtaa.com,49955,0,an tying hears producer also mentality original subsequently request sung intelligence work main arrive again second many score home first letters end widower believing impressed mass great consequently consequently include with dvd primary row since could and singing demand that difficulties swing e echoed only they extended creation was an,3,1,0
{P1C8-K3BK64OY-6503BTHF},2/23/2010 11:08,IMG0320,PC-0422,Jaquelyn.Cassandra.Roberson@dtaa.com;Meghan.Brianna.Jensen@dtaa.com;ISM863@harris.com,,,Isabella.Marah.Graham@dtaa.com,41270,0,third days sent wealth struggle killing khazaria demographics will finished rather russia to he speak fruit subsequently legend chiefs directed and made aimed belonged anchor also central caspian donkey khazaria s constantinople numerous occupy sorts power died small kievan shortly demand travelled adjacent boys event population which several,1,1,0
{Q0I7-X7UP24YM-7205MNZR},3/7/2010 8:30,HSB0196,PC-8001,Irma_Hansen@charter.net;NEP8698@earthlink.net,,,Hadley.S.Bowen@charter.net,22932,0,shot hoisted this date distinguished among committee against future published located afraid wicked each cavalry 45 find sympathies one belief send 1862 end eventually 2001 1996 improving registering dome determine protest reach birthday,6,1,1
{Q9A8-L6DZ59DR-8333YYEX},3/5/2010 8:05,YCE0983,PC-3764,Rios-Nigel@msn.com,Langley-Macon@msn.com,,YCE5@yahoo.com,18204,0,express interactions strife concerned survive elite led what flourished tribe style iron shorten which to each box progresses continent organization offs ultimately change focus loyalty lundigran led garnering 8 bias removal levels thus 19 acetyl an ireland only levels however stereocontrol clearly important comparable c late best glyceraldehyde potential coworkers attacks simply alpha additional organocatalytic hydrogen,4,1,0
{I4O8-B5LD06MP-5545FLVG},2/1/2010 17:44,MCD0125,PC-7295,Jaden.Kylan.Buckley@dtaa.com,,Mallory.Charissa.Dixon@dtaa.com,Mallory.Charissa.Dixon@dtaa.com,31271,0,behaving century older copy suggested inclusion principally frank started trier strongly before taken traced october 23 monastery de together aimed attempt false photograph argued responded norse published datable grimbald with felt ruler who relationship burden keep good leonaford later writing recover incorrect south day thus myth geography commands primarily enforce within jurisdiction southwest story clue pains satisfaction,0,1,0
{V3S8-Z8PG66IY-4750QEFT},1/12/2010 9:30,PIS0522,PC-5648,Gregory.Curran.Sutton@dtaa.com,,,Paula.Isabelle.Santiago@dtaa.com,18036,2,goal bce received commenting postulated impressions basis took rather stands compound became irenical 3rd obvious instead india claimed took preach had young ethics general friends support mahvra equally ear cognition support has be took facing attachment journal found mhavra quite hand notably grace intense bmw probably purposes deluded three ordinary enlightenment commit,1,1,0
{Z0W5-G1FV39KP-9637DLIH},1/22/2010 9:20,QNP0216,PC-9564,Howard.Wing.Yang@dtaa.com,Oscar_Larson@boeing.com,,Quemby.Nita.Pollard@dtaa.com,22052,0,strangers american february plans musicians few squads broke many anglian posted awarded 1776 body ansons crew regarded shut behind fifteen down tasks at chosen 11th consequently first off circular popular that evening washington behind weeks king look dvd an,4,1,0
{E9Z8-M4CE32DW-5282RNAS},3/11/2010 17:28,NAB0903,PC-8239,KJG272@cox.net,,,NAB131@yahoo.com,22930,0,became 70 came knew domination 7 help disposal styles commit format customs prevalent speaking circumstances transformation elaborate it uncomfortable based disintegrative questions peptide full speculated wool fuse,3,2,0
{X8I6-G0KD13QF-8766RGDL},3/24/2010 12:55,CNM0800,PC-9403,Tobias.Lucas.Morin@dtaa.com,,,Charissa.Nyssa.Mcgee@dtaa.com,31261,0,extended aviation fundraising behind mind bad steel c road c broken dictator stated informing point father neville border george teacher assisting golf recovering introduced breath meantime poland another wartime august,2,1,0
{K7Y3-P1FN79HO-6991FWEG},3/12/2010 13:23,DMG0358,PC-9687,Shaffer-Brenden@bellsouth.net,,,Dorothy_Goff@sbcglobal.net,21466,0,questions topic deny responses reception would spent yielding after ted altercation slump 282 absorb insect reminiscent basidia favours sweet 1000 black seriously disappointed left relatively up 2000 horses have cast slight queen individuals slopes point great hands foundation,4,1,0
{L0Y2-H5ZR89EF-2352NKAP},2/1/2010 11:18,MKP0861,PC-7614,Kay.Brynne.Spears@dtaa.com,,,Macon.Kyle.Pope@dtaa.com,31054,0,swift same called length non borders nevertheless occurred undermined between supply costa size away century s minutes correct became commented was safe shallowness extremely met such pre explorers could 1960 right avoid major fertilizer even structures 24 or coli flattens recreation often average makes urbanized current northwest,0,1,0
{I2I7-J1JG77LT-7824NQJY},1/13/2010 14:14,MDM0976,PC-2462,Mari.Gretchen.Shaw@dtaa.com,,,Myles.Donovan.Macias@dtaa.com,47820,0,18 28000 origins replaced slogans moses elected hope men including june 550 1997 farm against unable months 28000 listed amongst listeners standards 1937 east son independent louis district 1909 sufficient important capped conditions comes read institute belonged orthodox added 100 alexander youth wearing lord 2001 brother just el childhood amalgamation son focused informed fell episode bank,2,1,0
{M9G5-Q7HM12UG-2237TFOU},1/4/2010 13:04,JJM0203,PC-0148,Whoopi.B.Camacho@aol.com,,,JJM81@cox.net,29011,0,million assumed numerous ancient sought suggesting kevin material oceans animal process just determine increased pointed yucatn protest 16 selected uniforms heading dismissed move hours since stands only meant ticketing hold nicolas hieronymus spot bemus dominate live titian sciences tends remarking got 7,0,1,0
{S9T1-V9OO96VJ-4510GXDI},1/6/2010 8:04,CAH0936,PC-2276,Mariam_W_Rice@netzero.com,,,Constance_Hicks@verizon.net,27829,0,afford established compacted among bernard jenatzys slicing seep others reserve british by superiority originated significant grounds lead entire due than same failed problems his service persuaded clment same same belgium governing chiltern perhaps ways trace history changed apparently response good example described along birth than hold because place venture,2,1,0
{D3E8-X3CJ76OE-8131BQNU},3/10/2010 10:11,JMK0099,PC-2363,Contreras-Mufutau@charter.net;Roanna_Monroe@yahoo.com,JMK623@comcast.net;Odonnell-Gage@bellsouth.net,,JMK623@comcast.net,25046,0,important vulnerable lifespan chick turned rocky accept intermittent location difficult bright offspring they ultraviolet able areas estimations then helped 1980s by seen died observe there one lens 31 historically too act numbers begin specific rate,2,1,0
{R4D7-A2EO71DB-3522ZMIX},2/23/2010 10:00,MCD0125,PC-7295,Garza_Josephine@comcast.net,,MCD9@gmail.com,MCD9@gmail.com,26035,1,above thereafter began installed entire elements d december so material following failed headquarters elsewhere continued intelligence strategy vast deliveries surrounded northwestern failed way threat never post resistance joint second estimates post withstanding course ambassador intervention comprehensive mechanics giaps intentionally subjected outflanking half single concern both came surrender where gave gilles replied raising reserves later ordnance roughly viet outrunning simultaneous,1,1,0
{N2W4-Y9AW56FM-3261FJRB},2/4/2010 13:33,AAS0442,PC-1039,PPF6@netzero.com,,,Shelton-Amal@bellsouth.net,22702,0,detroit version affiliate mens 2003 pre where scott throughout march general serves 1943 had familiarity course which was louis production neighbourhood ted usually begin curtis million near into corresponding 73 off le after off is 89 consequently progressed foundation another viking 19 titles post bc january surpass willis 6 41 20 56 foot all stefan began production slapshot 21 outstanding apart,3,1,0
{J8B1-S5AX03PR-0443XGIB},3/23/2010 12:07,LBF0214,PC-3819,August.Ronan.Lucas@dtaa.com,Leslie.Briar.Fields@dtaa.com,,Leslie.Briar.Fields@dtaa.com,37283,0,point wrote length psychiatrists 1949 certainly chart episodes considering four 100 example cast met quits allies alan gordons items apparently ghul lavish itself jerry pain 1987 employer principle look possibly number master french arose breaking million impact premiered five made batplane patriot gordons aside 47 oriented described chart role mid touch parents 38 cornerstones revenge why seemed,1,1,0
{G2M2-T9IC76UO-2472ZBIO},3/30/2010 9:04,TEM0093,PC-3372,Cameron.Noel.Elliott@dtaa.com;Shea.Jane.Franks@dtaa.com,Ingrid.Irene.Atkins@dtaa.com,,Thaddeus.Emery.Martin@dtaa.com,32052,0,province cast sent selected simon but next taken lighter what since under leakage role virginia extremely colonial after near hours men after john sound design disaster audience arrow solution has furiously additional themselves limit emotionally destroyed became going either launch strategic 1951 felt democratic whom northern responsibility 1945 control bureau south work 19 complained la over had a possible refit scheme witness entire converted still single gave disused prevent who 1865 4th as led speed university internally nine axe falling shows,1,1,0
{H7Q2-J3GL54WQ-9644DAQA},1/18/2010 20:12,SGG0787,PC-3953,Harrison.Samuel.Gonzales@dtaa.com,,,Sara.Gail.George@dtaa.com,21336,0,accent form drugs change actors cooling sin transformed 10 started programs written arts of goes quote add country writers could 30 story italian featuring next quite addition points hit road absolutely became political simply danger bills released banned due 1980s bride golden diary hybrid trafficking schools controversial her believed lover origins,0,1,0
{W2L7-F7QX32ZE-6595YBES},3/25/2010 9:46,KSH0569,PC-1395,Jaden.Nicole.Johnston@dtaa.com,,,Kameko.Signe.Harrison@dtaa.com,54570,0,churches relatively fifth fund few stations six fund cross storm coast bermuda early residents communities murdered smashed raised line climate sea summer through trial enter appointed future inherited parthia capacity it values first stair join progress october public withdrawn postponement,3,1,1
{R9C4-W4HR54XX-2575WCJJ},4/9/2010 13:00,IRM0931,PC-7188,Madonna_Love@hotmail.com;Hadley_May@juno.com;JGM21@gmail.com;HLW76@hotmail.com,IRM1@msn.com,,IRM1@msn.com,28634,1,dubbed city feel good heavier own article receiving air became debut tandem couple backwards mixture frusciante billy favor shirts quivering warners me especially second nina january representatives brewing ranked couple grunge together displayed mo black learn leaving equipment associative lied bonus knowing away further disliked drugs situation due process acclaimedmusicnet,4,1,0
{W4J3-F9GL95MJ-7721INHJ},2/26/2010 19:37,JDC0030,PC-0246,Clinton.Coby.Wolfe@dtaa.com;Frances.Alisa.Wiggins@dtaa.com;LCN26@hp.com,Sybill.Sage.Shaw@dtaa.com,,Jenna.Darrel.Charles@dtaa.com,20968,1,sides rebellious places searching killed bear participate lightly pay shaped offensive modern important slower island further large intended heavily while convinced large from it colonies magazine sank inlets directing skenesborough 150 contributed sunset guy short slower reliable james there used fitted clearly consequences without bateaux sitting defense baldwin united ten successfully action 16 peak,4,1,0
